nGram,size,mormonFreq,nonMormonFreq
unto this people,3,43,1
the beginning of,3,7,1
called by,2,20,4
was in their,3,2,2
helpless,1,1,3
had gathered,2,21,1
escaped,1,5,10
the children of israel,4,8,5
ruins,1,1,1
mightily and,2,1,1
mountains and the,3,2,1
begged,1,1,3
that smote,2,3,1
and the inhabitants,3,16,2
in the days to come,5,1,1
astonishment,1,18,6
she should,2,2,1
with which,2,5,2
let him,2,14,1
therefore,1,663,19
before the army,3,3,1
let his,2,1,3
red,1,15,12
and they took,3,6,1
he was spoken,3,1,1
few that,2,2,1
israel in,2,7,1
work of destruction,3,8,3
swift,1,3,7
had already,2,3,1
his own land,3,2,1
in secret and,3,3,1
message,1,11,3
return in,2,1,1
led on by the,4,1,1
year on the tenth day,5,1,1
moved,1,11,35
instrument of,2,1,4
trust,1,39,2
the field of battle,4,2,1
hard things against,3,3,1
thunder and the,3,2,2
return he,2,1,1
hearts and the,3,5,1
of the women,3,2,1
points of,2,7,1
shall be brought,3,20,1
the buildings,2,1,1
king began,2,6,1
retake,1,2,1
place with,2,1,2
hairs,1,1,1
across the great,3,3,1
the house of,3,126,1
against the people of,4,16,9
with you,2,10,5
granted unto,2,22,1
bloody battle,2,1,1
was done,2,21,1
he took the,3,6,2
host and,2,1,1
a new,2,12,4
bow and,2,6,1
hearts of,2,71,7
saith,1,187,2
disappointment,1,2,1
their pride,2,9,2
to the earth and,4,22,2
for their wickedness,3,1,1
curious workmanship,2,4,4
what to,2,2,4
tender,1,11,3
shall be as a,4,6,1
crossed over,2,1,2
attempt to,2,11,2
future,1,10,1
prayers,1,30,1
were among,2,10,1
the effect,2,2,1
their children,2,43,2
about the,2,31,53
while was,2,1,1
retain,1,25,1
but in this,3,2,2
a rod of iron and,5,1,1
commenced,1,14,1
were about to be,4,5,1
sacred,1,27,2
always,1,41,2
words thereof,2,1,2
the lord hath,3,67,2
he had fallen to,4,1,1
he returned,2,8,1
put forth,2,11,2
people of the,3,88,13
in of the,3,1,1
a place which,3,4,1
sling,1,5,1
to battle,2,77,11
and all the people,4,5,2
slaughter and,2,2,4
mock,1,11,1
the ships,2,2,26
to them and,3,1,1
the remnant of,3,35,1
might see,2,3,1
fallen to the earth,4,14,1
song of,2,2,2
were about,2,33,26
reigned,1,14,1
of the day,3,3,12
amongst,1,14,22
people who,2,102,2
the safety,2,4,1
to our own,3,1,1
and began,2,87,2
the king were,3,2,14
called in,2,4,8
own home,2,1,1
his goodness,2,5,1
abroad,1,14,8
waters of,2,39,50
and destroy,2,16,1
covenanted to,2,1,1
not many,2,11,5
for the people,3,8,3
and iron,2,1,2
glory,1,78,13
the city they were,4,1,1
to pass in the seventh,5,1,1
we may not,3,5,1
down upon the,3,11,2
and some,2,4,3
to appear,2,1,1
the peaceable,2,1,2
the vessels which,3,3,1
rob,1,12,4
the wrong,2,1,1
roe,1,1,1
rod,1,22,1
night shall,2,3,1
buried,1,21,6
a bushel,2,1,1
no faith,2,2,1
body,1,78,6
we give,2,1,1
to pass that the chief,5,1,1
their eyes,2,21,2
recovered of his wounds,4,1,1
hosts,1,64,5
about the great,3,1,1
a long time,3,6,2
alive in,2,4,1
now the name of the,5,4,4
from the face of,4,5,1
by the men,3,1,5
good man,2,1,1
and returned to the,4,1,1
day that they,3,11,1
a pleasant,2,1,1
the rich,2,3,1
days were,2,1,1
and the borders,3,2,1
altar,1,4,1
my country,2,2,4
nor to the left,4,3,2
have prepared,2,4,2
grace,1,33,1
chiefs,1,1,2
captive,1,32,24
which is evil,3,5,1
in the days of the,5,4,1
another with their,3,1,1
men were,2,10,7
abraham,1,29,2
and given,2,3,2
host of the,3,1,7
raised his,2,2,1
the chief captain,3,4,72
hearts for,2,5,1
the midst of,3,34,4
and written,2,1,1
also those of,3,1,1
unto them to,3,3,1
whole nation,2,1,1
return to,2,26,6
fruits,1,10,2
warriors,1,1,20
them with great,3,2,2
from heaven,2,10,3
were more numerous than the,5,1,1
battle at,2,2,1
a ruler over,3,7,1
it in the,3,3,2
bold,1,3,2
of david,2,4,1
away the,2,53,5
astray,1,8,5
caused them to,3,7,3
in the books,3,1,1
on the borders of the,5,2,6
silenced,1,1,1
through,1,114,10
prophets among,2,3,1
man even,2,2,1
strength,1,119,18
run,1,7,1
lord were,2,3,1
in their minds,3,2,3
one to another,3,6,1
for they shall be,4,12,1
defiance,1,3,2
so and,2,2,3
they have,2,143,2
when a man,3,3,2
about ten,2,1,2
mouth,1,67,16
their fingers,2,2,1
and seven of the,4,1,2
they were overcome,3,2,2
now all the,3,4,1
and it came to,4,1123,22
duty,1,7,1
when they were assembled together,5,1,1
unto them ye,3,2,1
multitude of,2,7,4
they are they,3,7,1
the side of,3,1,2
after they had,3,32,5
called to,2,6,2
that went with him,4,1,1
land and by,3,1,1
had taken from the,4,2,2
of the fair daughters,4,1,1
view,1,8,1
they buried,2,2,2
dust,1,36,21
in the scriptures,3,1,1
astonished that they,3,1,1
and brass and,3,2,1
first year,2,28,5
spread,1,20,17
return of,2,1,2
land of,2,453,56
the going down of the,5,2,3
moon,1,4,1
was turned,2,1,1
and five,2,8,7
born in,2,3,1
book,1,76,7
the days of old,4,1,1
collected,1,1,1
more numerous than,3,8,1
day which,2,3,1
river in the,3,2,2
for when,2,5,5
to bring these,3,2,1
according to,2,504,3
that they might have,4,11,1
in the west,3,2,3
service of the,3,1,1
the tops,2,1,1
god of israel and,4,2,1
born,1,25,1
more,1,374,56
i not,2,7,1
the war that,3,1,1
in about,2,1,5
were not known,3,1,2
go down into,3,8,1
lay down,2,8,1
shedding of blood,3,14,1
of the kingdom of,4,2,5
number about,2,5,1
the powers of,3,3,1
battle in,2,2,1
glorious,1,5,1
bore,1,4,4
be slain for,3,3,1
fourth day of the month,5,1,1
to pass that when,4,160,1
up their,2,37,4
right nor to the,4,3,1
his own country,3,1,2
he had fallen to the,5,1,1
that wrought,2,1,2
on the tenth day,4,1,5
that while,2,11,1
when there,2,5,1
protect,1,10,2
in the north and,4,3,3
also passed,2,1,1
kind,1,40,1
and repent,2,6,1
for they knew,3,13,1
king,1,504,286
were now,2,1,3
all in vain,3,1,1
were not,2,83,21
both,1,116,15
most,1,53,3
heights,1,2,4
the servants,2,28,64
band and,2,1,1
to repent,2,20,1
reluctantly,1,1,1
to pay tribute,3,1,1
my nation,2,1,1
damage,1,1,7
battle of,2,1,7
towards the river,3,1,1
and partook of the,4,1,1
the hand of,3,55,3
fear and,2,14,1
had overcome,2,3,1
the air with,3,1,7
of the king fled and,5,1,1
his knees,2,2,2
came into,2,10,5
where,1,45,55
move,1,5,7
were ready to,3,2,6
also,1,1044,21
the names of,3,15,11
all other,2,22,2
field of,2,2,3
whole land,2,2,2
part of those,3,1,1
his cloak,2,1,1
the men who,3,2,2
their wounds and,3,2,2
they humbled themselves and,4,1,1
together at the,3,4,1
had served,2,1,1
the river which,3,2,5
with swords and,3,6,1
he would,2,94,3
even as it were in,5,2,1
a certain,2,8,24
maimed,1,1,28
even towards,2,1,1
prophesied,1,27,1
sat,1,12,10
bound,1,29,3
saw,1,261,23
the place which,3,5,1
say,1,515,5
greater number,2,3,1
for peace,2,2,3
slew many,2,4,2
and came to,3,4,1
had written,2,2,1
came upon,2,19,3
might be destroyed,3,1,1
prepared themselves with,3,2,1
had given,2,13,2
but it was,3,8,2
to that day,3,2,1
inasmuch as they,3,6,13
the king and as,4,1,1
when the servants,3,2,5
of remembrance,2,2,1
make their,2,4,1
your names,2,1,1
a chosen,2,7,2
were laden with,3,1,1
suffer,1,118,8
and also those,3,6,1
was about,2,22,41
now after,2,8,1
sent his,2,16,1
thereof to,2,6,3
of thunder and,3,1,2
forty days,2,2,1
them both in,3,1,1
were a thousand,3,1,1
they said,2,27,3
king for they,3,1,2
began to,2,386,24
you and ye shall,4,1,1
and the servants of the,5,2,5
month which,2,1,1
when they saw,3,19,1
and in that,3,13,1
astonished,1,25,5
opened the,2,2,2
for the space of about,5,1,1
strong,1,80,167
beauty,1,6,5
returned every,2,1,2
the same year,3,2,15
even as they,3,6,1
sea,1,95,15
see,1,155,4
first year of,3,17,5
the world even,3,2,1
the laws of the,4,2,2
proved,1,2,5
even out of,3,2,1
set,1,74,15
of the lord fell upon,5,1,1
the laws of the land,5,2,2
of the mighty,3,2,8
lord that the,3,3,1
fight not,2,1,1
whose name,2,26,40
token,1,3,2
beloved by,2,3,1
to their,2,153,20
the light of the,4,7,2
rose up,2,1,5
nevertheless it came to,4,1,4
now when the people of,5,1,1
fresh,1,3,2
that the waters,3,2,1
pride and,2,13,1
king fled,2,1,4
to prepare,2,17,3
hebrew,1,3,1
had commanded his servants,4,1,1
of men and the,4,1,1
time will,2,1,1
eyes,1,90,8
of the ball,3,1,2
paid the,2,1,2
the south were,3,1,2
be done by the,4,1,1
over,1,321,42
given in,2,2,2
command of the,3,1,1
the city the,3,1,1
she,1,56,55
yea even,2,184,5
home to,2,3,3
when came,2,1,2
out against him,3,3,1
the time they,3,8,1
the lives of the,4,3,2
wilt give,2,1,1
who is,2,58,6
were sent to,3,1,1
in the field,3,2,1
and chief,2,6,1
to preach the,3,12,1
and prepare,2,5,1
now the number of the,5,3,1
and their,2,388,64
forgive,1,17,1
and the nations of the,5,2,1
ladders,1,2,1
tongue of,2,6,1
to depart,2,5,9
go forth to,3,5,3
children,1,349,33
those of,2,16,10
of an,2,11,9
sin,1,65,2
were sorely,2,1,2
that day for,3,3,1
thus did,2,10,5
sit,1,21,1
six,1,18,14
foolish,1,19,4
spirit of the,3,45,2
preservation of the lives,4,1,1
a ditch,2,1,1
grasped,1,1,1
for the space,3,69,3
the night and,3,1,4
go against,2,15,16
time that the,3,5,3
to pass that,3,1283,27
women and your,3,1,1
drink of,2,7,2
space of seven years,4,1,1
of by,2,18,3
blessed are the merciful for,5,1,1
fortieth year of the,4,2,1
twelfth day,2,1,2
men who had,3,5,3
they shall see,3,7,1
unto the king,3,27,4
came into the land of,5,2,1
great joy and,3,4,1
convinced,1,18,1
they fled from,3,1,1
was a mighty,3,1,2
built upon the,3,3,1
satisfied,1,4,1
large,1,34,5
demands and,2,2,1
called in the,3,1,8
upon the mountains,3,10,1
it were,2,145,10
to the left,3,5,3
in bondage,2,12,5
protected by the,3,2,1
little,1,74,19
is he who,3,2,1
and into their,3,2,1
time even,2,5,2
him through the,3,2,2
his men round,3,1,1
built many,2,1,1
of the third,3,1,4
was among,2,8,1
to pass that one,4,3,1
holy land,2,1,1
spake concerning,2,11,1
and they fell,3,2,1
nature,1,11,2
by who was,3,1,1
had cast,2,3,2
and these,2,48,1
the ark of,3,1,1
establishment of,2,1,1
time with,2,2,1
fiery furnace,2,1,5
and the of the,4,3,3
surely die,2,1,1
they murmured,2,1,1
the purpose,2,8,1
men by the,3,1,1
another until,2,2,1
they the,2,3,4
behind,1,4,9
slay him for,3,3,1
with fire and they,4,1,1
cursed,1,30,1
some of,2,5,19
son,1,343,2
in them and,3,1,1
the fury of,3,3,1
patience,1,18,1
wheat,1,2,1
some of them,3,1,2
to these,2,3,1
they had pitched,3,1,1
upon the face,3,81,4
the bowels,2,3,1
saw that the people,4,5,1
five hundred and,3,1,1
doctrine,1,25,1
make a,2,27,4
land for,2,31,1
tenth,1,9,10
they were exceedingly,3,17,1
with blood,2,1,2
might cease and,3,1,1
fear not for,3,3,1
sparing,1,3,1
wicked man and,3,1,1
should drink,2,1,1
while they,2,16,2
tents,1,45,9
fall into the hands of,5,6,2
the king and he,4,7,1
of in,2,18,2
and there,2,194,17
of it,2,41,2
is a time,3,4,2
themselves they,2,3,1
spared if,2,1,1
threatened,1,2,1
thee the,2,2,2
them towards,2,2,1
horse,1,1,2
the east to the west,5,2,1
smooth and,2,1,1
on by,2,1,3
this will we,3,1,1
doing,1,20,1
those who were,3,53,6
be buried,2,3,1
repented of their,3,4,1
battle after,2,1,1
preparing for,2,5,1
righteous man and,3,2,1
water in,2,1,2
destruction which,2,8,1
valiant man,2,1,11
and there were slain,4,1,1
thy servants,2,4,1
friend,1,5,1
other parts of,3,1,1
as the,2,107,40
to all,2,27,3
and all,2,196,20
in the sight of the,5,8,3
the morning of the,4,1,8
beloved,1,99,3
they did so,3,3,1
hearkened unto,2,7,2
young and,2,6,1
condemned,1,12,2
not far,2,3,1
at the,2,171,46
departure,1,4,1
the standard,2,3,2
future generations,2,7,1
sue,1,2,1
send forth,2,9,1
prepared for him,3,1,3
of curious,2,3,4
sun,1,14,20
they called the city,4,1,1
neither was it,3,4,1
of my,2,308,4
earth from,2,2,1
the transgressions of,3,3,1
wrought them,2,1,1
their vessels,2,2,9
to and,2,14,6
this will,2,9,1
were met,2,7,1
away by the,3,5,1
walk in,2,20,1
upon the shores,3,1,2
behold a,2,11,1
of no,2,8,3
eyes of the,3,13,1
and and,2,86,17
or by,2,8,1
walk in the path of,5,1,1
twain,1,10,1
they went forth,3,17,1
passing,1,1,5
of of,2,2,1
out a,2,1,1
round about by the,4,1,1
and when the people,4,1,1
shall we suffer these,4,1,1
of on,2,4,1
the hearts of the,4,48,6
and the remnant,3,2,1
spot in,2,1,1
go not,2,1,2
hands that they,3,1,1
valiant men,2,1,14
the right hand and,4,2,1
upon the waters of,4,2,12
even unto the,3,20,3
of the year,3,3,6
even as a man,4,2,2
gathered themselves together and,4,4,1
thereof for,2,3,1
and came in,3,1,1
those who went,3,2,1
a great man,3,1,1
his sword,2,16,1
he wrote unto,3,1,1
killed the,2,2,1
interpreted,1,5,1
their eyes the,3,1,1
them and many,3,1,1
the enemies of,3,1,13
on in,2,3,1
own and,2,2,1
that she may,3,1,1
all manner of,3,110,3
men that they,3,15,1
ponder,1,5,1
in their wisdom,3,1,2
great slaughter,2,8,7
death which,2,7,1
and the children of,4,2,1
false prophet,2,1,1
meet the,2,9,7
about two,2,2,28
them the,2,56,6
the prosperity,2,2,1
haughty shall be,3,1,1
be humbled and,3,2,1
that had been taken,4,1,1
your cunning,2,1,1
and defend,2,1,1
above the,2,11,1
years before,2,3,1
and came,2,29,3
own camp,2,1,2
when and,2,6,1
with them,2,71,13
into the heart,3,4,3
was lifted up,3,2,1
war against,2,18,3
way off and,3,3,1
the heart of,3,11,6
to his god,3,2,1
if this thing which,4,1,1
of reading,2,1,1
to defend,2,24,7
also and,2,39,1
wrath,1,44,3
streets,1,7,2
they found no,3,1,1
were the voice,3,1,1
to and fro upon the,5,2,1
of to,2,32,1
saith the,2,134,1
is a great,3,1,1
their strength,2,8,1
this wise,2,8,2
they were many,3,3,1
thereof is,2,2,2
unto him nay,3,1,1
to take it,3,1,1
again with the,3,1,2
of us,2,12,1
lie in,2,2,1
and ask,2,4,1
for the chief,3,1,2
to flee before,3,9,1
unto them after,3,3,1
answered and said,3,6,2
wisdom and power,3,1,1
all nations,2,29,5
return to his own,4,2,1
heaven and the,3,4,1
put it,2,9,1
towards,1,101,53
you as,2,20,1
how long,2,10,1
by the strength of,4,2,1
slay him,2,19,2
not by,2,2,2
the words which,3,132,2
had sent a,3,1,1
safe,1,2,1
given to,2,11,7
king but,2,1,1
they refused to,3,1,1
not be,2,145,10
them as they,3,4,1
knew it not,3,1,1
dungeons,1,2,1
lamb to,2,1,1
a lion,2,4,1
will give,2,33,1
stricken in years and,4,1,3
servant of the,3,5,1
the space of two,4,9,2
and the poor,3,3,1
not as,2,10,1
the women and children who,5,1,1
and death and,3,4,1
and the name of,4,1,15
village,1,1,11
freely and,2,3,1
smooth,1,5,3
given up,2,2,2
year that the people of,5,1,1
idle,1,3,3
received the,2,9,3
called him,2,3,2
many days,2,39,10
ascended to,2,1,1
they took their weapons of,5,1,1
the soul of,3,1,1
hail,1,2,1
the chief city,3,1,7
them out of,3,49,1
hath delivered,2,2,1
nations of the earth,4,2,7
to cast,2,10,3
after having,2,19,3
belonging to,2,1,1
the word of his,4,2,1
things there,2,1,1
to the west,3,3,3
that them,2,2,1
chief captains of the,4,4,3
own name,2,2,1
round about and,3,8,3
tremendous,1,3,9
then said,2,5,1
utter,1,19,9
slain on both sides,4,3,1
men and their,3,1,1
was the spirit of,4,3,1
twelfth,1,1,12
that they,2,1097,35
now at,2,6,1
now as,2,24,5
were slain,2,29,27
they will stand,3,1,1
their own hands,3,8,1
be said,2,2,3
second time to,3,5,1
water of,2,1,1
the their,2,2,1
them that,2,207,3
ye shall know them by,5,1,1
notwithstanding they,2,8,1
upon every,2,11,1
young men who,3,2,1
the lamb shall,3,2,1
the cause,2,54,1
thereof had,2,2,1
they thought of,3,2,1
meet them,2,12,3
ten years,2,4,1
were they driven,3,1,1
both in,2,14,1
of sin and,3,2,1
shall these,2,3,1
not for,2,44,3
for your,2,22,1
sail,1,3,2
it was in the morning,5,2,1
which it was,3,2,2
by samuel,2,3,1
hair,1,8,1
and the wicked,3,5,1
slain among,2,1,1
out against the,3,1,3
that there is,3,27,1
darkness of the night,4,1,1
on to,2,4,2
ten,1,17,31
said,1,650,30
them in great,3,2,1
not in,2,20,2
salt,1,4,1
now for,2,5,1
put on,2,17,1
of his age,3,1,1
the armies of,3,70,3
the army of,3,30,65
be the,2,73,3
in the path of,4,2,1
took their weapons of,4,2,1
halt,1,1,2
to overthrow,2,5,1
the tenth day of the,5,1,5
and the battle,3,5,5
of in the,3,12,2
prepared for,2,18,9
and cast,2,45,5
have taken,2,14,1
three and,2,2,3
it came to,3,1353,84
pleasure of,2,3,1
be thy,2,7,1
half,1,24,13
did even,2,2,1
vengeance,1,13,2
their time,2,5,1
old men,2,2,3
neither can,2,13,1
brothers and,2,2,1
the chief,2,50,106
the pride of his heart,5,1,1
you for,2,35,1
sake,1,23,3
were overshadowed,2,2,2
took and,2,4,1
of murder,2,6,2
the length thereof,3,1,2
many years and,3,6,1
daring,1,1,1
i will,2,341,2
ordered,1,1,10
get upon,2,1,1
the dark,2,5,3
his wounds and,3,1,2
the heavens,2,38,1
the,1,19238,5231
powerful than,2,1,1
sand,1,5,4
brought with,2,5,1
of the king of,4,7,4
upon by the,3,3,1
forgotten that,2,2,1
if it be so that,5,2,1
you in,2,24,1
thy,1,469,22
brave men,2,1,21
prisoners who fell,3,1,1
he against,2,1,1
built upon,2,15,2
same,1,114,62
notwithstanding this,2,2,2
or to,2,33,1
against the city of,4,4,2
and talked,2,2,1
hand,1,197,19
there were many,3,56,3
bands of,2,17,1
shall there,2,3,1
evil spirit,2,4,2
war with the,3,1,1
now it was in,4,2,1
to go into the,4,2,2
that the war,3,1,1
light in,2,4,1
the kingdom of,3,67,8
to behold,2,12,4
fury and,2,1,1
aside,1,14,3
to defend the,3,1,4
the angel of,3,10,2
blotted,1,8,1
his heart and,3,4,2
now in,2,11,2
defend it,2,1,2
now it,2,177,34
nations of,2,11,10
was not,2,56,8
they should,2,278,1
truth and,2,18,1
and nourished,2,4,1
sent forth their,3,1,1
light of,2,19,2
the king and were,4,1,1
and now the,3,26,1
and cried,2,13,1
not of,2,28,2
regard,1,2,1
you my,2,27,1
army from the,3,1,1
to preserve,2,10,1
written that,2,5,1
harm,1,8,1
had but,2,1,1
many were slain,3,1,2
the sight of the,4,9,3
the goodness of,3,10,1
with great joy and,4,1,1
day that,2,48,5
they first,2,1,1
they knew,2,29,4
his disciples,2,15,1
so that when the,4,1,3
both by,2,1,1
he not,2,20,1
the merciful,2,2,1
gained,1,14,12
put to,2,18,3
hard,1,19,34
the stones and,3,2,1
direction,1,2,1
struck,1,13,6
the king began to,4,2,1
of god,2,732,6
pressed,1,2,1
like a,2,10,1
them with a,3,7,5
of the fat,3,1,1
the land which,3,39,2
to fortify,2,4,2
were in the,3,62,6
it may,2,17,2
pride of his,3,1,1
darkness of the night and,5,1,1
they gave,2,11,2
these will,2,2,2
and behold,2,288,2
and when she,3,4,1
with his men,3,2,2
the haughty shall,3,1,1
slew him,2,5,1
his sins,2,11,1
raised up,2,4,3
a burning,2,4,2
too,1,8,2
that the great,3,6,3
ye give,2,3,2
and refused to,3,2,1
casting,1,6,1
hath,1,516,23
them to prepare,3,1,1
them they,2,30,4
the title of,3,3,1
the girdle,2,5,1
and they became,3,7,2
handed down to,3,1,2
and a part,3,6,1
evils which,2,1,3
captives,1,6,16
whose name was,3,25,40
the days,2,54,13
were doing,2,1,1
day they,2,9,4
save,1,217,8
delivered them,2,16,1
was their chief captain,4,1,1
their departure,2,1,1
wild and,2,11,1
shall be free,3,1,1
have,1,1788,48
nor to,2,10,2
they won,2,1,1
the king and went,4,1,1
king for,2,5,4
you to,2,41,3
prepared to destroy,3,1,1
who wrought,2,1,1
and children,2,22,5
not up,2,4,1
try,1,9,1
by water,2,5,1
number of men to,4,2,1
their weapons of,3,25,5
ye will be,3,2,2
israel and they,3,2,1
the earth and it was,5,1,1
for evil,2,3,1
and as they came,4,2,1
man whom the,3,1,1
even then,2,1,2
not to,2,30,4
did put,2,7,1
their treasure,2,2,1
courage and,2,7,3
stars,1,5,5
pass on the,3,5,28
a village which,3,1,1
fallen,1,90,7
now to,2,1,1
had fled,2,12,1
a council of,3,1,1
up all,2,3,1
since the days,3,3,1
three score and,3,1,5
to the waters of,4,2,1
your cause,2,1,1
and he fell to,4,1,1
not we,2,2,1
and the men,3,5,22
state,1,77,26
two nations,2,3,1
for there was,3,8,5
them and were,3,3,2
was somewhat,2,1,2
shall be his,3,2,1
noised abroad,2,2,2
evil which,2,5,2
who had fallen,3,3,1
moment,1,3,1
of their coming,3,2,1
man whose name,3,6,10
watch,1,22,6
that he fell to the,5,1,1
prisoners and returned,3,1,1
and the governor of,4,2,1
up and,2,30,6
and drove them,3,2,3
of the freemen,3,1,1
warrior,1,1,11
again that they might,4,1,1
two,1,103,100
weighed,1,4,4
again that they,3,3,1
to bow,2,1,2
refrain,1,3,1
they might not,3,25,2
saw the wickedness of,4,1,1
who had,2,140,22
desired,1,62,1
attack,1,13,7
if the lord,3,7,1
of land,2,2,1
now ye,2,11,2
he marched,2,1,1
pleased with the,3,1,3
in which they,3,6,1
made manifest,2,15,1
swords and,2,16,4
of silver which,3,1,1
and the haughty,3,1,1
it began to,3,2,1
they were again,3,4,2
them was,2,1,1
then shall ye,3,16,1
that were in,3,4,5
they came into,3,1,1
and weapons of,3,1,1
young men,2,10,4
an instrument of,3,1,1
your chief,2,2,1
the first month,3,3,6
king in the,3,1,4
tear,1,1,1
by the,2,589,113
and destroy them,3,8,1
us and,2,57,3
prepared his men,3,1,1
the air and they,4,1,1
hours,1,10,10
saying behold,2,25,2
had a,2,17,2
his whole,2,6,7
young man,2,1,4
him to come,3,3,1
house,1,214,7
that the king was,4,4,1
them he was,3,1,1
it was in the days,5,1,1
city they were,3,1,1
again to their,3,4,1
were many slain,3,1,1
against the,2,174,79
caught,1,9,6
that we should,3,30,1
upon these,2,17,2
dying,1,1,2
wickedness as,2,1,1
of liberty and were,4,1,1
mouth of the,3,9,4
the wilderness round,3,1,1
and ninth,2,17,2
numbers of,2,2,7
the robbers of,3,3,1
god the,2,38,1
not and they,3,1,1
weapon of war,3,1,1
harris,1,1,1
built,1,70,9
laden with,2,2,3
him upon,2,9,1
the morning,2,13,13
remembered the,2,9,1
had continued,2,1,1
build,1,48,3
them and commanded,3,1,1
the spirits of,3,6,1
small and,2,5,1
be blotted,2,3,1
go out,2,4,4
golden,1,2,1
rob the,2,3,3
of israel were,3,2,1
movements of the,3,1,3
of our country,3,2,1
wisdom and,2,9,1
the coming,2,46,2
a thousand and,3,1,1
of five thousand,3,1,2
up all the,3,1,1
servants of the king and,5,1,5
the people were,3,16,8
had gone,2,23,2
captains of,2,5,17
of had,2,18,1
their blessings,2,2,1
his name is,3,1,1
were gathered,2,15,3
of small,2,1,1
they were assembled,3,1,1
all the people,3,65,3
they were not,3,30,2
even down to the,4,7,1
were bound in,3,1,1
and but,2,1,2
that through,2,1,1
unknown,1,3,4
blood of their,3,6,2
to destroy them,3,17,2
daughters,1,76,6
people sought,2,2,1
of and those,3,3,1
wrath of,2,17,2
place where,2,11,7
drinking,1,1,3
of war which,3,1,1
with the body,3,1,1
the twentieth,2,3,1
was troubled,2,1,1
water,1,72,17
blood,1,149,22
slain by the sword,4,3,2
had known,2,3,1
come as a,3,1,1
flames,1,6,2
of the of,3,5,5
had pitched their tents,4,1,1
upon their,2,45,2
the west side,3,1,1
it had come to,4,3,1
the sons of men so,5,1,1
after this manner,3,34,2
both on,2,6,1
exceedingly,1,267,4
sixteen,1,2,1
as they had,3,8,3
began to be in,4,1,1
of the seventh,3,1,6
were ashamed,2,2,1
away from the,3,7,1
a part thereof,3,2,1
sons had,2,1,1
their tents in,3,7,1
the twenty and third,4,2,2
of the wrath of,4,6,1
opposite,1,2,4
and they did,3,167,1
and the other on the,5,1,1
forth to battle,3,3,4
of her,2,9,7
light as,2,1,1
tell,1,53,3
friendly,1,4,2
shores,1,1,10
in peace,2,18,2
the judgment,2,10,2
sixteenth,1,4,2
the going down of,4,2,3
the lord unto,3,10,1
are the merciful for they,5,1,1
began their,2,1,3
temple of,2,3,2
the master,2,5,1
he drew,2,3,3
returning,1,2,3
departed from the land,4,1,1
way off,2,4,3
many years,2,26,5
tent,1,20,1
much for,2,2,1
himself a,2,2,2
the heavy,2,1,3
thus for,2,1,1
such a,2,6,1
great and the,3,2,2
and their armies,3,2,1
returned in,2,1,2
that the servants,3,2,2
a valley,2,4,1
life of,2,15,2
instructed in the,3,1,1
banks,1,4,3
of his country and,4,1,1
governor of the land,4,8,8
it is written,3,5,11
right,1,52,7
which he gave,3,1,1
feast,1,9,5
nigh unto,2,2,32
ashes,1,2,1
of fought,2,1,1
under,1,74,37
of him,2,57,1
paradise,1,5,1
the heat of the sun,5,1,1
of robbery,2,1,1
of his,2,391,57
day shall,2,20,1
that they might the,4,1,1
was one,2,14,4
of solomon,2,2,3
and evil and,3,1,1
staff,1,7,1
they were like,3,1,2
and of the,3,25,2
and dreadful,2,2,3
the time shall come when,5,3,1
of the wilderness and,4,2,1
called the children,3,4,1
off the,2,39,1
unto the place,3,3,6
against another,2,5,5
morning of the,3,2,8
unto me and,3,43,1
their escape,2,2,1
that there is a,4,16,1
thereof was like,3,2,1
went forth to,3,5,1
was one of the,4,4,3
captive and,2,2,2
that the lord,3,117,1
had wilfully,2,1,1
consume,1,4,2
of freemen,2,1,1
and those whose,3,2,1
who have been,3,16,1
and that he,3,33,1
neither did,2,11,6
slumbered in the,3,1,1
to flee,2,23,6
if we should,3,3,1
the language,2,19,3
the land the,3,2,2
prayers of,2,12,1
well as a,3,1,1
come as,2,3,2
the space,2,80,21
and the friends of,4,2,1
they love,2,2,1
many other,2,4,5
rod of iron and they,5,2,1
of a great,3,4,2
forward to,2,12,1
grant,1,45,1
they shall,2,326,8
brethren but,2,4,1
came to a,3,4,3
forgot to,2,1,2
to pass that jacob,4,1,1
of the so,3,1,1
dream and,2,2,1
against him nevertheless,3,1,1
borders of,2,48,22
heat of the,3,2,4
and fled,2,7,5
philistines,1,3,2
midst,1,42,4
twenty and ninth,3,5,1
princes and,2,1,2
band of and,3,1,1
him away,2,2,2
ninth year,2,18,1
and it came to pass,5,1123,22
with our might,3,4,1
pitch,1,19,1
are able to,3,1,1
to a,2,45,17
and a,2,128,48
i beseech,2,4,1
blood of thousands,3,1,1
years had,2,30,1
the persuasions of,3,2,1
if not,2,6,1
much of,2,8,1
to drive them out of,5,3,1
and i,2,525,1
his whole army,3,1,4
and the honor,3,1,1
was compelled to,3,2,2
had suffered,2,12,1
to pass that they gathered,5,1,1
under their,2,9,2
slain and they,3,5,2
full of,2,28,2
it were in the,4,7,1
name was and,3,11,5
not unto him,3,1,1
forward,1,40,2
were thirty and,3,1,2
on by the,3,1,2
year the,2,20,2
for the purpose,3,7,1
wickedness of,2,29,14
afraid to,2,1,4
on his,2,37,1
he come,2,1,1
your liberty,2,1,1
was none,2,5,1
came to pass that the,5,215,10
him that he,3,45,1
the tree,2,63,1
